g2(0): T&A;47,0937767
g2(0): T&B;81,2267395
g2(0): T&A&B;0,0228332009
Counts: T;3029060,00
Counts: A;637547,000
Counts: B;830001,000
Counts: T&A;45473,0000
Counts: T&B;102107,000
Counts: T&A&B;35,0000000
Capture Duration (s);10,0000000
Rates (Hz): T;302906,000
Rates (Hz): A;63754,7000
Rates (Hz): B;83000,1000
Rates (Hz): T&A;4547,30000
Rates (Hz): T&B;10210,7000
Rates (Hz): T&A&B;3,50000000
