g2(0): T&A;132,893007
g2(0): T&B;271,680597
g2(0): T&A&B;0,00000000
Counts: T;167272,000
Counts: A;28341,0000
Counts: B;22753,0000
Counts: T&A;315,000000
Counts: T&B;517,000000
Counts: T&A&B;0,00000000
Capture Duration (s);10,0000000
Rates (Hz): T;16727,2000
Rates (Hz): A;2834,10000
Rates (Hz): B;2275,30000
Rates (Hz): T&A;31,5000000
Rates (Hz): T&B;51,7000000
Rates (Hz): T&A&B;0,00000000
