# Counts, UncCounts
1.339700000000000000e+04; 1.157454102761746668e+02
1.369000000000000000e+04; 1.170042734262300286e+02
1.381600000000000000e+04; 1.175414820393209112e+02
1.385600000000000000e+04; 1.177115117564972877e+02
1.374800000000000000e+04; 1.172518656567988273e+02
1.369400000000000000e+04; 1.170213655705657914e+02
1.411900000000000000e+04; 1.188233983691764308e+02
1.398900000000000000e+04; 1.182751030437090805e+02
1.399300000000000000e+04; 1.182920115646022765e+02
1.404500000000000000e+04; 1.185116028074888561e+02
1.375600000000000000e+04; 1.172859752911659967e+02
1.396600000000000000e+04; 1.181778321006101322e+02
1.405900000000000000e+04; 1.185706540422207524e+02
1.413500000000000000e+04; 1.188907061127992506e+02
1.413500000000000000e+04; 1.188907061127992506e+02
1.412900000000000000e+04; 1.188654701753204677e+02
1.407500000000000000e+04; 1.186381051770467252e+02
1.457000000000000000e+04; 1.207062550160512586e+02
1.439400000000000000e+04; 1.199749973952906572e+02
1.439800000000000000e+04; 1.199916663772947203e+02
1.460400000000000000e+04; 1.208470107201663524e+02
1.459800000000000000e+04; 1.208221833936136136e+02
1.479900000000000000e+04; 1.216511405618541630e+02
1.480600000000000000e+04; 1.216799079552577609e+02
1.482800000000000000e+04; 1.217702755191101573e+02
1.492600000000000000e+04; 1.221720098876989056e+02
1.492400000000000000e+04; 1.221638244326036187e+02
1.480600000000000000e+04; 1.216799079552577609e+02
1.487000000000000000e+04; 1.219426094521517143e+02
1.513700000000000000e+04; 1.230325160272681728e+02
