# Oscilloscope file ./20191024_880015.bin
# Channel 1
Time / s;Voltage / V
0;8.16
0.1;8.24
0.2;8.24
0.3;8.32
0.4;8.32
0.5;8.32
0.6;8.32
0.7;8.4
0.8;8.4
0.9;8.4
1;8.4
1.1;8.48
1.2;8.48
1.3;8.48
1.4;8.48
1.5;8.48
1.6;8.56
1.7;8.56
1.8;8.56
1.9;8.64
2;8.64
2.1;8.64
2.2;8.64
2.3;8.72
2.4;8.72
2.5;8.72
2.6;8.8
2.7;8.72
2.8;8.8
2.9;8.8
3;8.8
3.1;8.88
3.2;8.88
3.3;8.88
3.4;8.88
3.5;8.96
3.6;8.88
3.7;8.96
3.8;8.96
3.9;8.96
4;9.04
4.1;9.04
4.2;9.04
4.3;9.04
4.4;9.04
4.5;9.12
4.6;9.12
4.7;9.12
4.8;9.2
4.9;9.2
5;9.2
5.1;9.28
5.2;9.28
5.3;9.28
5.4;9.28
5.5;9.28
5.6;9.36
5.7;9.36
5.8;9.36
5.9;9.36
6;9.44
6.1;9.44
6.2;9.44
6.3;9.44
6.4;9.44
6.5;9.44
6.6;9.52
6.7;9.52
6.8;9.6
6.9;9.6
7;9.6
7.1;9.6
7.2;9.68
7.3;9.6
7.4;9.6
7.5;9.68
7.6;9.68
7.7;9.76
7.8;9.76
7.9;9.76
8;9.84
8.1;9.76
8.2;9.84
8.3;9.84
8.4;9.84
8.5;9.92
8.6;9.92
8.7;9.84
8.8;9.92
8.9;10
9;10
9.1;10
9.2;10.08
9.3;10.08
9.4;10.08
9.5;10.08
9.6;10.08
9.7;10.08
9.8;10.08
9.9;9.76
10;8.64
10.1;7.6
10.2;6.4
10.3;5.36
10.4;4.24
10.5;3.12
10.6;2
10.7;0.96
10.8;0
10.9;0.08
11;0.08
11.1;0.08
11.2;0.08
11.3;0.16
11.4;0.16
11.5;0.16
11.6;0.16
11.7;0.16
11.8;0.24
11.9;0.24
12;0.24
12.1;0.32
12.2;0.32
12.3;0.32
12.4;0.32
12.5;0.4
12.6;0.32
12.7;0.4
12.8;0.4
12.9;0.48
13;0.48
13.1;0.48
13.2;0.56
13.3;0.48
13.4;0.56
13.5;0.56
13.6;0.56
13.7;0.56
13.8;0.64
13.9;0.56
14;0.64
14.1;0.64
14.2;0.72
14.3;0.72
14.4;0.72
14.5;0.8
14.6;0.8
14.7;0.8
14.8;0.8
14.9;0.8
15;0.8
15.1;0.88
15.2;0.88
15.3;0.88
15.4;0.96
15.5;0.96
15.6;0.96
15.7;0.96
15.8;1.04
15.9;1.04
16;1.04
16.1;1.04
16.2;1.04
16.3;1.12
16.4;1.12
16.5;1.12
16.6;1.2
16.7;1.2
16.8;1.2
16.9;1.2
17;1.28
17.1;1.28
17.2;1.28
17.3;1.28
17.4;1.36
17.5;1.36
17.6;1.36
17.7;1.44
17.8;1.44
17.9;1.44
18;1.52
18.1;1.44
18.2;1.44
18.3;1.44
18.4;1.52
18.5;1.52
18.6;1.52
18.7;1.52
18.8;1.6
18.9;1.6
19;1.6
19.1;1.68
19.2;1.68
19.3;1.68
19.4;1.68
19.5;1.68
19.6;1.76
19.7;1.76
19.8;1.84
19.9;1.76
20;1.84
20.1;1.84
20.2;1.84
20.3;1.92
20.4;1.92
20.5;1.92
20.6;1.92
20.7;1.92
20.8;2
20.9;2
21;2.08
21.1;2.08
21.2;2.08
21.3;2.08
21.4;2.08
21.5;2.16
21.6;2.08
21.7;2.16
21.8;2.16
21.9;2.16
22;2.16
22.1;2.24
22.2;2.24
22.3;2.32
22.4;2.32
22.5;2.32
22.6;2.32
22.7;2.32
22.8;2.32
22.9;2.4
23;2.4
23.1;2.4
23.2;2.4
23.3;2.48
23.4;2.48
23.5;2.48
23.6;2.56
23.7;2.56
23.8;2.56
23.9;2.56
24;2.64
24.1;2.56
24.2;2.64
24.3;2.64
24.4;2.72
24.5;2.72
24.6;2.72
24.7;2.72
24.8;2.72
24.9;2.8
25;2.8
25.1;2.8
25.2;2.8
25.3;2.8
25.4;2.88
25.5;2.96
25.6;2.88
25.7;2.96
25.8;2.96
25.9;2.96
26;2.96
26.1;3.04
26.2;3.04
26.3;3.04
26.4;3.04
26.5;3.12
26.6;3.12
26.7;3.12
26.8;3.12
26.9;3.2
27;3.2
27.1;3.2
27.2;3.2
27.3;3.2
27.4;3.28
27.5;3.28
27.6;3.36
27.7;3.36
27.8;3.36
27.9;3.36
28;3.36
28.1;3.44
28.2;3.44
28.3;3.36
28.4;3.52
28.5;3.52
28.6;3.52
28.7;3.52
28.8;3.52
28.9;3.6
29;3.6
29.1;3.6
29.2;3.6
29.3;3.68
29.4;3.68
29.5;3.68
29.6;3.68
29.7;3.76
29.8;3.76
29.9;3.76
30;3.76
30.1;3.84
30.2;3.76
30.3;3.84
30.4;3.84
30.5;3.92
30.6;3.84
30.7;3.92
30.8;3.92
30.9;4
31;4
31.1;4
31.2;4.08
31.3;4
31.4;4
31.5;4.08
31.6;4.08
31.7;4.08
31.8;4.16
31.9;4.16
32;4.16
32.1;4.16
32.2;4.16
32.3;4.24
32.4;4.24
32.5;4.24
32.6;4.32
32.7;4.32
32.8;4.24
32.9;4.32
33;4.32
33.1;4.4
33.2;4.4
33.3;4.4
33.4;4.4
33.5;4.4
33.6;4.48
33.7;4.48
33.8;4.56
33.9;4.56
34;4.48
34.1;4.56
34.2;4.56
34.3;4.56
34.4;4.64
34.5;4.64
34.6;4.64
34.7;4.72
34.8;4.72
34.9;4.72
35;4.8
35.1;4.72
35.2;4.8
35.3;4.8
35.4;4.88
35.5;4.88
35.6;4.88
35.7;4.88
35.8;4.88
35.9;4.88
36;4.96
36.1;4.96
36.2;4.96
36.3;4.96
36.4;5.04
36.5;5.04
36.6;5.04
36.7;5.04
36.8;5.12
36.9;5.12
37;5.12
37.1;5.12
37.2;5.2
37.3;5.2
37.4;5.28
37.5;5.2
37.6;5.28
37.7;5.28
37.8;5.28
37.9;5.28
38;5.36
38.1;5.36
38.2;5.36
38.3;5.44
38.4;5.44
38.5;5.44
38.6;5.44
38.7;5.44
38.8;5.52
38.9;5.52
39;5.52
39.1;5.52
39.2;5.52
39.3;5.6
39.4;5.68
39.5;5.6
39.6;5.6
39.7;5.68
39.8;5.68
39.9;5.68
40;5.68
40.1;5.76
40.2;5.76
40.3;5.76
40.4;5.84
40.5;5.76
40.6;5.84
40.7;5.84
40.8;5.92
40.9;5.84
41;5.92
41.1;5.92
41.2;5.92
41.3;5.92
41.4;5.92
41.5;6
41.6;6
41.7;6.08
41.8;6.08
41.9;6.08
42;6.08
42.1;6.08
42.2;6.16
42.3;6.16
42.4;6.16
42.5;6.24
42.6;6.24
42.7;6.24
42.8;6.24
42.9;6.32
43;6.24
43.1;6.32
43.2;6.32
43.3;6.32
43.4;6.4
43.5;6.4
43.6;6.4
43.7;6.48
43.8;6.4
43.9;6.4
44;6.48
44.1;6.56
44.2;6.48
44.3;6.56
44.4;6.56
44.5;6.56
44.6;6.56
44.7;6.64
44.8;6.64
44.9;6.64
45;6.64
45.1;6.72
45.2;6.72
45.3;6.72
45.4;6.8
45.5;6.8
45.6;6.8
45.7;6.8
45.8;6.88
45.9;6.8
46;6.88
46.1;6.88
46.2;6.96
46.3;6.96
46.4;6.96
46.5;6.96
46.6;6.96
46.7;7.04
46.8;7.04
46.9;7.04
47;7.04
47.1;7.12
47.2;7.12
47.3;7.12
