# Oscilloscope file ./20191024_903049.bin
# Channel 1
Time / s;Voltage / V
0;0.08
0.1;0.08
0.2;0.08
0.3;0.16
0.4;0.08
0.5;0.08
0.6;0.08
0.7;0.08
0.8;0.08
0.9;0.08
1;0.08
1.1;0.08
1.2;0.08
1.3;0.08
1.4;0.08
1.5;0.08
1.6;0.08
1.7;0.08
1.8;0.08
1.9;0.08
2;0.08
2.1;0.08
2.2;0.08
2.3;0.08
2.4;0.08
2.5;0.08
2.6;0.08
2.7;0.08
2.8;0.08
2.9;0.08
3;0.08
3.1;0.08
3.2;0.08
3.3;0.16
3.4;0.08
3.5;0.16
3.6;0.08
3.7;0.08
3.8;0.08
3.9;0.08
4;0.08
4.1;0.16
4.2;0.16
4.3;0.16
4.4;0.16
4.5;0.24
4.6;0.24
4.7;0.24
4.8;0.32
4.9;0.32
5;0.32
5.1;0.32
5.2;0.32
5.3;0.4
5.4;0.32
5.5;0.4
5.6;0.4
5.7;0.4
5.8;0.4
5.9;0.48
6;0.48
6.1;0.56
6.2;0.48
6.3;0.56
6.4;0.56
6.5;0.56
6.6;0.56
6.7;0.64
6.8;0.64
6.9;0.64
7;0.72
7.1;0.72
7.2;0.72
7.3;0.8
7.4;0.72
7.5;0.8
7.6;0.8
7.7;0.8
7.8;0.88
7.9;0.88
8;0.88
8.1;0.88
8.2;0.88
8.3;0.96
8.4;0.96
8.5;0.96
8.6;1.04
8.7;1.04
8.8;1.04
8.9;1.04
9;1.12
9.1;1.12
9.2;1.12
9.3;1.12
9.4;1.12
9.5;1.12
9.6;1.2
9.7;1.2
9.8;1.2
9.9;1.2
10;1.28
10.1;1.28
10.2;1.28
10.3;1.28
10.4;1.36
10.5;1.36
10.6;1.36
10.7;1.44
10.8;1.44
10.9;1.44
11;1.44
11.1;1.44
11.2;1.52
11.3;1.52
11.4;1.52
11.5;1.6
11.6;1.6
11.7;1.6
11.8;1.6
11.9;1.6
12;1.68
12.1;1.68
12.2;1.68
12.3;1.76
12.4;1.76
12.5;1.76
12.6;1.76
12.7;1.84
12.8;1.84
12.9;1.84
13;1.84
13.1;1.84
13.2;1.92
13.3;1.92
13.4;1.92
13.5;1.92
13.6;2
13.7;2
13.8;2
13.9;2.08
14;2
14.1;2.08
14.2;2.08
14.3;2.16
14.4;2.08
14.5;2.16
14.6;2.16
14.7;2.16
14.8;2.24
14.9;2.24
15;2.24
15.1;2.24
15.2;2.24
15.3;2.24
15.4;2.32
15.5;2.32
15.6;2.4
15.7;2.4
15.8;2.4
15.9;2.4
16;2.48
16.1;2.48
16.2;2.48
16.3;2.48
16.4;2.48
16.5;2.56
16.6;2.56
16.7;2.56
16.8;2.64
16.9;2.56
17;2.64
17.1;2.64
17.2;2.64
17.3;2.64
17.4;2.72
17.5;2.72
17.6;2.72
17.7;2.8
17.8;2.8
17.9;2.8
18;2.8
18.1;2.8
18.2;2.88
18.3;2.88
18.4;2.88
18.5;2.96
18.6;2.96
18.7;2.96
18.8;2.96
18.9;3.04
19;3.04
19.1;3.04
19.2;3.04
19.3;3.12
19.4;3.12
19.5;3.12
19.6;3.12
19.7;3.12
19.8;3.12
19.9;3.2
20;3.2
20.1;3.28
20.2;3.2
20.3;3.28
20.4;3.28
20.5;3.28
20.6;3.28
20.7;3.36
20.8;3.36
20.9;3.36
21;3.36
21.1;3.44
21.2;3.44
21.3;3.44
21.4;3.52
21.5;3.52
21.6;3.52
21.7;3.52
21.8;3.6
21.9;3.6
22;3.6
22.1;3.68
22.2;3.6
22.3;3.6
22.4;3.68
22.5;3.68
22.6;3.76
22.7;3.68
22.8;3.76
22.9;3.76
23;3.76
23.1;3.84
23.2;3.84
23.3;3.84
23.4;3.92
23.5;3.92
23.6;3.84
23.7;3.92
23.8;3.92
23.9;3.92
24;4
24.1;4
24.2;4
24.3;4
24.4;4
24.5;4.08
24.6;4.08
24.7;4.16
24.8;4.16
24.9;4.16
25;4.24
25.1;4.24
25.2;4.24
25.3;4.24
25.4;4.24
25.5;4.24
25.6;4.32
25.7;4.24
25.8;4.32
25.9;4.4
26;4.32
26.1;4.32
26.2;4.4
26.3;4.4
26.4;4.48
26.5;4.48
26.6;4.48
26.7;4.48
26.8;4.56
26.9;4.48
27;4.56
27.1;4.56
27.2;4.64
27.3;4.64
27.4;4.64
27.5;4.72
27.6;4.64
27.7;4.72
27.8;4.72
27.9;4.72
28;4.8
28.1;4.8
28.2;4.8
28.3;4.8
28.4;4.88
28.5;4.8
28.6;4.88
28.7;4.88
28.8;4.88
28.9;4.96
29;4.96
29.1;4.96
29.2;4.96
29.3;5.04
29.4;5.04
29.5;5.04
29.6;5.04
29.7;5.04
29.8;5.12
29.9;5.12
30;5.12
30.1;5.2
30.2;5.2
30.3;5.2
30.4;5.2
30.5;5.2
30.6;5.28
30.7;5.28
30.8;5.36
30.9;5.36
31;5.36
31.1;5.36
31.2;5.36
31.3;5.36
31.4;5.44
31.5;5.44
31.6;5.44
31.7;5.52
31.8;5.44
31.9;5.52
32;5.52
32.1;5.52
32.2;5.52
32.3;5.6
32.4;5.6
32.5;5.6
32.6;5.6
32.7;5.68
32.8;5.68
32.9;5.68
33;5.76
33.1;5.76
33.2;5.76
33.3;5.76
33.4;5.76
33.5;5.76
33.6;5.84
33.7;5.84
33.8;5.84
33.9;5.92
34;5.92
34.1;5.92
34.2;5.92
34.3;6
34.4;6
34.5;6
34.6;6
34.7;6.08
34.8;6
34.9;6.08
35;6.08
35.1;6.16
35.2;6.16
35.3;6.16
35.4;6.16
35.5;6.24
35.6;6.24
35.7;6.24
35.8;6.24
35.9;6.32
36;6.32
36.1;6.32
36.2;6.32
36.3;6.32
36.4;6.32
36.5;6.4
36.6;6.4
36.7;6.48
36.8;6.48
36.9;6.48
37;6.48
37.1;6.48
37.2;6.56
37.3;6.56
37.4;6.56
37.5;6.56
37.6;6.56
37.7;6.64
37.8;6.64
37.9;6.64
38;6.64
38.1;6.72
38.2;6.8
38.3;6.72
38.4;6.72
38.5;6.8
38.6;6.8
38.7;6.8
38.8;6.8
38.9;6.88
39;6.88
39.1;6.88
39.2;6.96
39.3;6.88
39.4;6.96
39.5;6.96
39.6;6.96
39.7;7.04
39.8;7.04
39.9;7.12
40;7.04
40.1;7.12
40.2;7.12
40.3;7.12
40.4;7.12
40.5;7.2
40.6;7.2
40.7;7.2
40.8;7.2
40.9;7.28
41;7.28
41.1;7.28
41.2;7.28
41.3;7.28
41.4;7.36
41.5;7.36
41.6;7.36
41.7;7.36
41.8;7.44
41.9;7.44
42;7.44
42.1;7.52
42.2;7.52
42.3;7.52
42.4;7.52
42.5;7.6
42.6;7.6
42.7;7.6
42.8;7.68
42.9;7.68
43;7.6
43.1;7.68
43.2;7.68
43.3;7.68
43.4;7.76
43.5;7.76
43.6;7.76
43.7;7.76
43.8;7.76
43.9;7.84
44;7.84
44.1;7.84
44.2;7.92
44.3;7.92
44.4;7.92
44.5;7.92
44.6;8
44.7;8
44.8;8
44.9;8
45;8.08
45.1;8.08
45.2;8.08
45.3;8.08
45.4;8.08
45.5;8.16
45.6;8.16
45.7;8.16
45.8;8.16
45.9;8.24
46;8.24
46.1;8.24
46.2;8.32
46.3;8.32
46.4;8.32
46.5;8.32
46.6;8.32
46.7;8.4
46.8;8.4
46.9;8.4
47;8.48
47.1;8.4
47.2;8.48
47.3;8.48
47.4;8.56
47.5;8.48
47.6;8.56
47.7;8.56
47.8;8.56
47.9;8.56
48;8.64
48.1;8.64
48.2;8.64
48.3;8.64
48.4;8.72
48.5;8.72
48.6;8.72
48.7;8.8
48.8;8.72
48.9;8.8
49;8.8
49.1;8.8
49.2;8.88
49.3;8.88
49.4;8.88
49.5;8.96
49.6;8.88
49.7;8.96
49.8;8.96
49.9;9.04
50;9.04
50.1;9.04
50.2;9.04
50.3;9.04
50.4;9.12
50.5;9.12
50.6;9.12
50.7;9.12
50.8;9.12
50.9;9.2
51;9.2
51.1;9.2
51.2;9.2
51.3;9.28
51.4;9.28
51.5;9.28
51.6;9.28
51.7;9.36
51.8;9.36
51.9;9.36
52;9.36
52.1;9.44
52.2;9.44
52.3;9.44
52.4;9.44
52.5;9.52
52.6;9.52
52.7;9.52
52.8;9.6
52.9;9.6
53;9.6
53.1;9.6
53.2;9.68
53.3;9.68
53.4;9.68
53.5;9.68
53.6;9.68
53.7;9.68
53.8;9.76
53.9;9.76
54;9.76
54.1;9.84
54.2;9.76
54.3;9.84
54.4;9.84
54.5;9.84
54.6;9.92
54.7;9.92
54.8;9.92
54.9;9.92
55;10
55.1;10
55.2;10
55.3;10
55.4;10
55.5;10.08
55.6;10.08
55.7;10.16
55.8;10.08
55.9;10.16
56;10.16
56.1;9.12
56.2;8
56.3;6.88
56.4;5.84
56.5;4.72
56.6;3.6
56.7;2.48
56.8;1.44
56.9;0.32
57;0.08
57.1;0.08
57.2;0.16
57.3;0.16
57.4;0.16
57.5;0.24
57.6;0.24
57.7;0.24
57.8;0.24
57.9;0.24
58;0.24
58.1;0.32
58.2;0.32
58.3;2
