# Oscilloscope file ./20191024_894307.bin
# Channel 1
Time / s;Voltage / V
0;0.4
0.1;0.8
0.2;0.8
0.3;0.8
0.4;0.8
0.5;0.8
0.6;0.8
0.7;1.2
0.8;1.2
0.9;1.2
1;1.2
1.1;1.2
1.2;1.2
1.3;1.2
1.4;1.2
1.5;1.2
1.6;1.6
1.7;1.6
1.8;1.6
1.9;1.6
2;1.6
2.1;1.6
2.2;1.6
2.3;1.6
2.4;2
2.5;2
2.6;2
2.7;2
2.8;2
2.9;2
3;2.4
3.1;2
3.2;2.4
3.3;2
3.4;2.4
3.5;2.4
3.6;2.4
3.7;2.4
3.8;2.8
3.9;2.4
4;2.8
4.1;2.4
4.2;2.8
4.3;2.4
4.4;2.8
4.5;2.8
4.6;2.8
4.7;2.8
4.8;2.8
4.9;2.8
5;3.2
5.1;3.2
5.2;3.2
5.3;3.2
5.4;3.2
5.5;3.2
5.6;3.2
5.7;3.6
5.8;3.2
5.9;3.6
6;3.6
6.1;3.6
6.2;3.6
6.3;3.6
6.4;3.6
6.5;3.6
6.6;3.6
6.7;4
6.8;4
6.9;4
7;4
7.1;4.4
7.2;4
7.3;4
7.4;4
7.5;4.4
7.6;4.4
7.7;4.4
7.8;4.4
7.9;4.4
8;4.4
8.1;4.4
8.2;4.4
8.3;4.4
8.4;4.8
8.5;4.8
8.6;4.8
8.7;4.8
8.8;4.8
8.9;4.8
9;4.8
9.1;4.8
9.2;4.8
9.3;4.8
9.4;5.2
9.5;5.2
9.6;5.2
9.7;5.6
9.8;5.2
9.9;5.6
10;5.2
10.1;5.6
10.2;5.6
10.3;5.6
10.4;5.6
10.5;6
10.6;6
10.7;6
10.8;6
10.9;6
11;6
11.1;6
11.2;6
11.3;6.4
11.4;6
11.5;6
11.6;6
11.7;6
11.8;6.4
11.9;6.4
12;6.4
12.1;6.4
12.2;6.8
12.3;6.8
12.4;6.8
12.5;6.8
12.6;6.8
12.7;6.8
12.8;6.8
12.9;6.8
13;6.8
13.1;6.8
13.2;6.8
13.3;6.8
13.4;7.2
13.5;7.2
13.6;7.2
13.7;7.2
13.8;7.6
13.9;7.2
14;7.6
14.1;7.6
14.2;7.6
14.3;7.6
14.4;7.6
14.5;7.6
14.6;7.6
14.7;7.6
14.8;7.6
14.9;8
15;8
15.1;8
15.2;8
15.3;8
15.4;8.4
15.5;8
15.6;8
15.7;8.4
15.8;8.4
15.9;8.4
16;8.4
16.1;8.4
16.2;8.4
16.3;8.4
16.4;8.4
16.5;8.8
16.6;8.8
16.7;8.8
16.8;8.4
16.9;8.8
17;8.8
17.1;9.2
17.2;8.8
17.3;9.2
17.4;9.2
17.5;9.2
17.6;9.2
17.7;9.2
17.8;9.2
17.9;9.2
18;9.2
18.1;9.6
18.2;9.6
18.3;9.2
18.4;9.6
18.5;9.6
18.6;9.6
18.7;9.6
18.8;9.6
18.9;9.6
19;10
19.1;10
19.2;10
19.3;10
19.4;10
19.5;10
19.6;10
19.7;10
19.8;10
19.9;10
20;10.4
20.1;10.4
20.2;10.4
20.3;10.4
20.4;9.2
20.5;8
20.6;6.8
20.7;5.6
20.8;4.4
20.9;3.2
21;2.4
21.1;1.2
21.2;0.8
21.3;0.4
21.4;0.4
21.5;0.4
21.6;0.4
21.7;0.8
21.8;0.8
21.9;0.8
22;0.8
22.1;0.8
22.2;0.8
22.3;0.8
22.4;1.2
22.5;1.2
22.6;1.2
22.7;1.2
22.8;1.2
22.9;1.2
23;1.2
23.1;1.2
23.2;1.2
23.3;1.2
23.4;1.2
23.5;1.2
23.6;1.6
23.7;1.6
23.8;1.6
23.9;1.6
24;1.6
24.1;2
24.2;2
24.3;2
24.4;1.6
24.5;2
24.6;2
24.7;2
24.8;2
24.9;2
25;2
25.1;2.4
25.2;2.4
25.3;2.4
25.4;2.4
25.5;2.4
25.6;2.4
25.7;2.8
25.8;2.8
25.9;2.4
26;2.8
26.1;2.8
26.2;2.8
26.3;2.8
26.4;3.2
26.5;3.2
26.6;3.2
26.7;3.2
26.8;3.2
26.9;3.2
27;3.2
27.1;3.2
27.2;3.2
27.3;3.2
27.4;3.2
27.5;3.6
27.6;3.6
27.7;3.6
27.8;3.6
27.9;3.6
28;3.6
28.1;3.6
28.2;4
28.3;4
28.4;4
28.5;3.6
28.6;4
28.7;4
28.8;4
28.9;4
29;4
29.1;4.4
29.2;4.4
29.3;4.4
29.4;4.4
29.5;4.4
29.6;4.4
29.7;4.8
29.8;4.4
29.9;4.8
30;4.4
30.1;4.8
30.2;4.8
30.3;4.8
30.4;4.8
30.5;4.8
30.6;4.8
30.7;4.8
30.8;4.8
30.9;5.2
31;5.2
31.1;5.2
31.2;5.2
31.3;5.2
31.4;5.2
31.5;5.2
31.6;5.6
31.7;5.6
31.8;5.6
31.9;5.6
32;6
32.1;5.6
32.2;5.6
32.3;5.6
32.4;5.6
32.5;6
32.6;6
32.7;6
32.8;6
32.9;6
33;6
33.1;6
33.2;6
33.3;6.4
33.4;6.4
33.5;6.4
33.6;6.4
33.7;6.4
33.8;6.4
33.9;6.4
34;6.8
34.1;6.4
34.2;6.4
34.3;6.8
34.4;6.8
34.5;6.8
34.6;6.8
34.7;6.8
34.8;6.8
34.9;6.8
35;7.2
35.1;7.2
35.2;7.2
35.3;7.2
35.4;7.2
35.5;7.2
35.6;7.2
35.7;7.2
35.8;7.6
35.9;7.6
36;7.2
36.1;7.6
36.2;7.6
36.3;7.6
36.4;7.6
36.5;7.6
36.6;7.6
36.7;8
36.8;7.6
36.9;8
37;8
37.1;8
37.2;8
37.3;8
37.4;8.4
37.5;8.4
37.6;8.4
37.7;8.4
37.8;8.4
37.9;8.4
38;8.4
38.1;8.4
38.2;8.4
38.3;8.8
38.4;8.8
38.5;8.8
38.6;8.8
38.7;8.8
38.8;8.8
38.9;8.8
39;9.2
39.1;9.2
39.2;9.2
39.3;9.2
39.4;9.2
39.5;9.2
39.6;9.6
39.7;9.2
39.8;9.2
39.9;9.6
40;9.6
40.1;9.6
40.2;9.6
40.3;9.6
40.4;9.6
40.5;9.6
40.6;10
40.7;10
40.8;10
40.9;10
41;10
41.1;10
41.2;10
41.3;10
41.4;10
41.5;10.4
41.6;10
41.7;10.4
41.8;10.4
41.9;10.4
42;10.4
42.1;9.2
42.2;8.4
42.3;7.2
42.4;6
42.5;4.8
42.6;4
42.7;2.4
42.8;1.6
42.9;0.4
43;0.4
43.1;0.4
43.2;0.4
43.3;0.8
43.4;0.8
43.5;0.8
43.6;0.8
43.7;0.8
43.8;0.8
43.9;0.8
44;0.8
44.1;1.2
44.2;0.8
44.3;1.2
44.4;1.2
44.5;1.2
44.6;1.2
44.7;0.4
