# Oscilloscope file ./20191024_880357.bin
# Channel 2
Time / s;Voltage / V
0;-0.112
0.1;-0.112
0.2;-0.152
0.3;-0.144
0.4;-0.264
0.5;-0.072
0.6;-0.096
0.7;-0.072
0.8;-0.072
0.9;-0.072
1;-0.136
1.1;-0.064
1.2;-0.152
1.3;-0.192
1.4;-0.168
1.5;-0.12
1.6;-0.184
1.7;0.04
1.8;-0.248
1.9;-0.136
2;-0.272
2.1;-0.016
2.2;-0.264
2.3;-0.168
2.4;0.024
2.5;-0.024
2.6;-0.08
2.7;0.08
2.8;0.264
2.9;0.04
3;0.16
3.1;0.24
3.2;-0.08
3.3;0.024
3.4;-0.072
3.5;0
3.6;-0.064
3.7;-0.272
3.8;-0.12
3.9;-0.224
4;-0.152
4.1;-0.128
4.2;-0.208
4.3;-0.168
4.4;-0.088
4.5;0.008
4.6;-0.08
4.7;-0.32
4.8;-0.168
4.9;-0.136
5;-0.088
5.1;-0.32
5.2;-0.168
5.3;-0.136
5.4;-0.216
5.5;-0.168
5.6;-0.104
5.7;-0.176
5.8;-0.168
5.9;-0.04
6;-0.176
6.1;-0.128
6.2;-0.088
6.3;-0.136
6.4;-0.176
6.5;-0.08
6.6;-0.136
6.7;-0.064
6.8;-0.12
6.9;-0.256
7;-0.24
7.1;-0.208
7.2;0.016
7.3;-0.184
7.4;-0.2
7.5;-0.176
7.6;-0.08
7.7;-0.104
7.8;-0.144
7.9;-0.176
8;-0.256
8.1;-0.04
8.2;-0.184
8.3;-0.136
8.4;-0.16
8.5;-0.088
8.6;-0.144
8.7;-0.112
8.8;-0.208
8.9;-0.16
9;-0.12
9.1;-0.152
9.2;-0.072
9.3;-0.184
9.4;-0.128
9.5;-0.072
9.6;-0.168
9.7;-0.2
9.8;-0.296
9.9;-0.32
10;-0.32
10.1;-0.32
10.2;-0.32
10.3;-0.32
10.4;-0.32
10.5;-0.32
10.6;-0.32
10.7;-0.32
10.8;-0.064
10.9;0.04
11;0.008
11.1;0.024
11.2;-0.064
11.3;0.008
11.4;0.136
11.5;0.672
11.6;0.864
11.7;0.696
11.8;0.224
11.9;-0.016
12;-0.072
12.1;-0.192
12.2;-0.152
12.3;0.16
12.4;-0.024
12.5;0
12.6;-0.008
12.7;0
12.8;0.016
12.9;-0.216
