# Oscilloscope file ./20191024_902908.bin
# Channel 2
Time / s;Voltage / V
0;0.3
0.1;-0.92
0.2;0.16
0.3;-0.74
0.4;0.12
0.5;-0.64
0.6;-0.06
0.7;-0.56
0.8;-0.3
0.9;-0.3
1;-0.46
1.1;-0.26
1.2;-0.54
1.3;-0.12
1.4;-0.38
1.5;-0.04
1.6;-0.54
1.7;-0.4
1.8;-0.28
1.9;-0.22
2;0.12
2.1;-0.84
2.2;-0.04
2.3;-0.34
2.4;0.18
2.5;-0.26
2.6;-0.06
2.7;3.98
2.8;-1.12
2.9;-1.12
3;-0.42
3.1;-0.1
3.2;-0.3
3.3;0.14
3.4;-1.12
3.5;0.96
3.6;-1.12
3.7;1.46
3.8;-1.12
3.9;1.5
4;-1.12
4.1;1.14
4.2;-1.12
4.3;1.02
4.4;-1.12
4.5;0.3
4.6;-0.66
4.7;-0.14
4.8;-0.28
4.9;-0.7
5;0.24
5.1;-0.92
5.2;0.28
5.3;-0.96
5.4;0.4
5.5;-0.98
5.6;-0.02
5.7;-0.62
5.8;-0.08
5.9;-0.38
6;-0.38
6.1;-0.22
6.2;-0.46
6.3;-0.24
6.4;-0.56
6.5;-0.1
6.6;-0.6
6.7;-0.14
6.8;-0.58
6.9;-0.26
7;-0.46
7.1;-0.32
7.2;-0.22
7.3;-0.36
7.4;-0.3
7.5;-0.4
7.6;-0.26
7.7;-0.38
7.8;-0.18
7.9;-0.48
8;-0.36
8.1;-0.32
8.2;-0.2
8.3;-0.34
8.4;-0.32
8.5;-0.58
8.6;-0.36
8.7;-0.32
8.8;-0.12
8.9;-0.36
9;-0.34
9.1;-0.34
9.2;-0.34
9.3;-0.36
9.4;-0.4
9.5;-0.26
9.6;-0.38
9.7;-0.24
9.8;-0.34
9.9;-0.4
10;-0.44
10.1;-0.38
10.2;-0.36
10.3;-0.24
10.4;-0.2
10.5;-0.28
10.6;-0.34
10.7;-0.5
10.8;-0.38
10.9;-0.26
11;-0.22
11.1;-0.4
11.2;-0.28
11.3;-0.38
11.4;-0.4
11.5;-0.3
11.6;-0.28
11.7;-0.38
11.8;-0.4
11.9;-0.48
12;-0.22
12.1;-0.24
12.2;-0.34
12.3;-0.36
12.4;-0.46
12.5;-0.34
12.6;-0.28
12.7;-0.28
12.8;-0.24
12.9;-0.24
13;-0.4
13.1;-0.28
13.2;-0.34
13.3;-0.36
13.4;-0.38
13.5;-0.42
13.6;-0.22
13.7;-0.4
13.8;-0.3
13.9;-0.54
14;-0.28
14.1;-0.32
14.2;-0.44
14.3;-0.34
14.4;-0.36
14.5;-0.28
14.6;-0.34
14.7;-0.24
14.8;-0.34
14.9;-0.4
15;-0.3
15.1;-0.24
15.2;-0.34
15.3;-0.46
15.4;-0.34
15.5;-0.28
15.6;-0.32
15.7;-0.4
15.8;-0.3
15.9;-0.28
16;-0.34
16.1;-0.48
16.2;-0.22
16.3;-0.38
16.4;-0.36
16.5;-0.3
16.6;-0.34
16.7;-0.42
16.8;-0.28
16.9;-0.32
17;-0.52
17.1;-0.26
17.2;-0.26
17.3;-0.38
17.4;-0.44
17.5;-0.32
17.6;-0.18
17.7;-0.24
17.8;-0.38
17.9;-0.28
18;-0.34
18.1;-0.42
18.2;-0.34
18.3;-0.34
18.4;-0.32
18.5;-0.32
18.6;-0.34
18.7;-0.28
18.8;-0.4
18.9;-0.4
19;-0.32
19.1;-0.22
19.2;-0.24
19.3;-0.38
19.4;-0.36
19.5;-0.36
19.6;-0.28
19.7;-0.28
19.8;-0.18
19.9;-0.22
20;-0.46
20.1;-0.34
20.2;-0.34
20.3;-0.34
20.4;-0.2
20.5;-0.3
20.6;-0.38
20.7;-0.26
20.8;-0.42
20.9;-0.18
21;-0.42
21.1;-0.28
21.2;-0.34
21.3;-0.4
21.4;-0.3
21.5;-0.36
21.6;-0.22
21.7;-0.34
21.8;-0.36
21.9;-0.36
22;-0.44
22.1;-0.36
22.2;-0.46
22.3;-0.34
22.4;-0.42
22.5;-0.36
22.6;-0.38
22.7;-0.24
22.8;-0.26
22.9;-0.42
23;-0.3
23.1;-0.46
23.2;-0.46
23.3;-0.26
23.4;-0.34
23.5;-0.3
23.6;-0.44
23.7;-0.26
23.8;-0.34
23.9;-0.32
24;-0.3
24.1;-0.24
24.2;-0.32
24.3;-0.44
24.4;-0.34
24.5;-0.34
24.6;-0.34
24.7;-0.44
24.8;-0.36
24.9;-0.34
25;-0.54
25.1;-0.3
25.2;-0.4
25.3;-0.5
25.4;-0.4
25.5;-0.2
25.6;-0.32
25.7;-0.22
25.8;-0.44
25.9;-0.36
26;-0.18
26.1;-0.36
26.2;-0.52
26.3;-0.42
26.4;-0.22
26.5;-0.52
26.6;-0.26
26.7;-0.2
26.8;-0.3
26.9;-0.44
27;-0.44
27.1;-0.26
27.2;-0.26
27.3;-0.32
27.4;-0.4
27.5;-0.5
27.6;-0.34
27.7;-0.3
27.8;-0.32
27.9;-0.42
28;-0.42
28.1;-0.42
28.2;-0.12
28.3;-0.38
28.4;-0.3
28.5;-0.42
28.6;-0.34
28.7;-0.3
28.8;-0.24
28.9;-0.34
29;-0.24
29.1;-0.32
29.2;-0.24
29.3;-0.08
29.4;-0.12
29.5;-0.06
29.6;0.14
29.7;0.02
29.8;-0.06
29.9;-0.12
30;-0.08
30.1;0.12
30.2;0.1
30.3;0.28
30.4;0.5
30.5;0.5
30.6;0.5
30.7;0.72
30.8;0.74
30.9;0.62
31;0.74
31.1;0.72
31.2;0.5
31.3;0.74
31.4;0.9
31.5;1.1
31.6;1.06
31.7;1.16
31.8;1.24
31.9;1.24
32;0.9
32.1;0.94
32.2;1.06
32.3;0.86
32.4;0.58
32.5;0.34
32.6;0.02
32.7;-0.18
32.8;-0.38
32.9;-0.28
33;-0.34
33.1;-0.4
33.2;-0.36
33.3;-0.24
33.4;-0.26
33.5;-0.2
33.6;-0.36
33.7;-0.28
33.8;-0.36
33.9;-0.34
34;-0.36
34.1;-0.34
34.2;-0.42
34.3;-0.42
34.4;-0.18
34.5;-0.32
34.6;-0.52
34.7;0
34.8;-0.34
34.9;-0.42
35;-0.34
35.1;-0.22
35.2;-0.36
35.3;-0.44
35.4;-0.34
35.5;-0.34
35.6;-0.32
35.7;-0.36
35.8;-0.32
35.9;-0.34
36;-0.28
36.1;-0.3
36.2;-0.5
36.3;-0.34
36.4;-0.24
36.5;-0.34
36.6;-0.34
36.7;-0.34
36.8;-0.32
36.9;-0.36
37;-0.32
37.1;-0.38
37.2;-0.32
37.3;-0.26
37.4;-0.32
37.5;-0.26
37.6;-0.32
37.7;-0.4
37.8;-0.48
37.9;-0.36
38;-0.34
38.1;-0.36
38.2;-0.26
38.3;-0.24
38.4;-0.3
38.5;-0.44
38.6;-0.2
38.7;-0.32
38.8;-0.38
38.9;-0.34
39;-0.28
39.1;-0.22
39.2;-0.46
39.3;-0.38
39.4;-0.32
39.5;-0.18
39.6;-0.36
39.7;-0.42
39.8;-0.34
39.9;-0.32
40;-0.32
40.1;-0.4
40.2;-0.16
40.3;-0.36
40.4;-0.32
40.5;-0.36
40.6;-0.42
40.7;-0.34
40.8;-0.28
40.9;-0.44
41;-0.38
41.1;-0.2
41.2;-0.28
41.3;-0.34
41.4;-0.32
41.5;-0.36
41.6;-0.34
41.7;-0.52
41.8;-0.28
41.9;-0.36
42;-0.18
42.1;-0.5
42.2;-0.12
42.3;-0.42
42.4;-0.04
42.5;-0.22
42.6;-0.22
42.7;-0.18
42.8;-0.3
42.9;-0.18
43;-0.18
43.1;-0.3
43.2;-0.52
43.3;-0.46
43.4;-0.48
43.5;-0.34
43.6;-0.52
43.7;-0.34
43.8;-0.26
