# Oscilloscope file ./20191024_893902.bin
# Channel 1
Time / s;Voltage / V
0;8.8
0.1;8.8
0.2;9.2
0.3;9.2
0.4;9.2
0.5;9.2
0.6;9.2
0.7;9.2
0.8;9.2
0.9;9.6
1;9.6
1.1;9.6
1.2;9.6
1.3;9.6
1.4;9.6
1.5;9.6
1.6;9.6
1.7;9.6
1.8;9.6
1.9;10
2;10
2.1;9.6
2.2;10
2.3;10
2.4;10
2.5;10
2.6;10
2.7;10.4
2.8;10.4
2.9;10.4
3;9.2
3.1;8
3.2;6.8
3.3;6
3.4;4.8
3.5;3.6
3.6;2.4
3.7;1.2
3.8;0.4
3.9;0.4
4;0.4
4.1;0.4
4.2;0.4
4.3;0.4
4.4;0.4
4.5;0.8
4.6;0.8
4.7;0.8
4.8;0.8
4.9;0.8
5;0.8
5.1;0.8
5.2;1.2
5.3;1.2
5.4;1.2
5.5;1.2
5.6;1.2
5.7;1.2
5.8;1.6
5.9;1.2
6;1.6
6.1;1.6
6.2;1.2
6.3;1.6
6.4;1.6
6.5;1.6
6.6;1.6
6.7;1.6
6.8;1.6
6.9;2
7;1.6
7.1;2
7.2;2
7.3;2
7.4;2
7.5;2
7.6;2
7.7;2
7.8;2
7.9;2.4
8;2.4
8.1;2.4
8.2;2.4
8.3;2.8
8.4;2.4
8.5;2.8
8.6;2.8
8.7;2.8
8.8;2.8
8.9;2.8
9;2.8
9.1;2.8
9.2;2.8
9.3;2.8
9.4;2.8
9.5;3.2
9.6;3.2
9.7;3.2
9.8;3.2
9.9;3.2
10;3.2
10.1;3.2
10.2;3.6
10.3;3.6
10.4;3.2
10.5;3.6
10.6;3.6
10.7;3.6
10.8;3.6
10.9;3.6
11;3.6
11.1;3.6
11.2;4
11.3;4
11.4;4
11.5;4
11.6;4
11.7;4
11.8;4.4
11.9;4
12;4.4
12.1;4
12.2;4.4
12.3;4.4
12.4;4.4
12.5;4.4
12.6;4.4
12.7;4.8
12.8;4.8
12.9;4.8
13;4.8
13.1;4.8
13.2;4.8
13.3;4.8
13.4;5.2
13.5;4.8
13.6;5.2
13.7;5.2
13.8;5.2
13.9;5.2
14;5.2
14.1;5.2
14.2;5.2
14.3;5.2
14.4;5.2
14.5;5.2
14.6;5.2
14.7;5.6
14.8;5.6
14.9;5.6
15;5.6
15.1;6
15.2;5.6
15.3;6
15.4;6
15.5;6
15.6;6
15.7;6
15.8;6
15.9;6
16;6.4
16.1;6.4
16.2;6.4
16.3;6.4
16.4;6.4
16.5;6.4
16.6;6.4
16.7;6.4
16.8;6.4
16.9;6.8
17;6.8
17.1;6.8
17.2;6.8
17.3;6.8
17.4;6.8
17.5;6.8
17.6;6.8
17.7;6.8
17.8;6.8
17.9;7.2
18;7.2
18.1;7.2
18.2;7.2
18.3;7.2
18.4;7.6
18.5;7.6
18.6;7.6
18.7;7.6
18.8;7.6
18.9;7.6
19;7.6
19.1;7.6
19.2;7.6
19.3;7.6
19.4;8
19.5;8
19.6;8
19.7;8
19.8;8
19.9;8
20;8.4
20.1;8
20.2;8
20.3;8
20.4;8.4
20.5;8.4
20.6;8.8
20.7;8.4
20.8;8.4
20.9;8.4
21;8.4
21.1;8.4
21.2;8.8
21.3;8.8
21.4;8.8
21.5;8.8
21.6;8.8
21.7;8.8
21.8;8.8
21.9;9.2
22;9.2
22.1;9.2
22.2;9.2
22.3;9.2
22.4;9.2
22.5;9.2
22.6;9.6
22.7;9.6
22.8;9.6
22.9;9.6
23;9.6
23.1;9.6
23.2;9.6
23.3;9.6
23.4;9.6
23.5;10
23.6;10
23.7;10
23.8;10
23.9;10
24;10
24.1;10
24.2;10
24.3;10
24.4;10.4
24.5;10.4
24.6;10.4
24.7;9.6
24.8;8.4
24.9;7.2
25;6
25.1;4.8
25.2;3.6
25.3;2.4
25.4;1.6
25.5;0.4
25.6;0.4
25.7;0.4
25.8;0.4
25.9;0.4
26;0.4
26.1;0.4
26.2;0.8
26.3;0.4
26.4;0.8
26.5;0.8
26.6;0.8
26.7;0.8
26.8;0.8
26.9;0.8
27;1.2
27.1;1.2
27.2;0.8
27.3;1.2
27.4;1.2
27.5;1.2
27.6;1.2
27.7;1.2
27.8;1.2
27.9;95.6
